"","Document","Date","clean_sentence","Source","Recipient_Code","Recipient_Name","aid_type","recipient_type","Note"
"90","Faaliyet-Raporu-2014.pdf","2014","Kukes Hastanesi Acil Servisinin Ta- sesi’nin kapasitesinin arttırılmasına Kruja Belediyesi 1 No’lu Kreşin dilatı ve Donanım Desteği yönelik olarak öğrenci velilerinden gelen yoğun talep üzerine bahse Tadilatı Arnavutluk Cumhuriyeti Sağlık Ba- konu Lise bünyesinde bir ortaokul Kruja şehir merkezinde bulunan kanlığı tarafından Kosova ile Arna- ve idare binası inşa çalışmalarına ve 3-6 yaş arasında toplam 100 ço- vutluk arasında yer alan gümrüğün başlanmıştır.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"91","Faaliyet-Raporu-2014.pdf","2014","TİKA 2014 FAALİYET RAPORU 97 BALKANLAR VE DOĞU AVRUPA KOSOVA NÜFUSU 1.824.000 YÜZÖLÇÜMÜ 10.877 KM² Kosova Harcamalarının Sektörel Dağılımı (%) EĞİTİM SAĞLIK EKONOMİK ALTYAPI VE HİZMETLER %17,72 %7,17 %0,53 İDARI VE SIVIL ALTYAPILAR DIĞER SOSYAL ALTYAPI VE HIZMETLER ÜRETIM SEKTÖRLERI %4,57 %64,64 1,26 ACİL YARDIM DİĞER %1,84 %2,28 98 TİKA 2014 FAALİYET RAPORU KOSOVA BALKANLAR VE DOĞU AVRUPA 3,19 2,33 2,31 2,10 1,00 0,83 Kosova’nın Yıllara Göre Bütçeden Aldığı Pay (%) 2009 2010 2011 2012 2013 2014 TİKA 2014 FAALİYET RAPORU 99 KOSOVA / SOSYAL ALTYAPILAR VE HİZMETLER Eğitim Sağlık Nazım Hikmet İlköğretim okuluna destek Balkan Ülkeleri Anestezi Günlerine destek verilmiştir.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"92","Faaliyet-Raporu-2014.pdf","2014","KOSOVA KOSOVA Nazım Hikmet İlköğretim Okuluna Ek Sınıf İnşası, Do- Kosova Merkezi Üniversite Kliniği Personelinin Kapa- nanım ve Tefrişat Desteği sitesinin Arttırılması Nazım Hikmet İlköğretim Okulu’nun talebi doğrultu- Kosova Cumhuriyeti Sağlık Bakanlığı, Priştine’de bu- sunda ek bir sınıf inşa edilmiş ve ayrıca sınıflar ve öğ- lunan Kosova Merkezi Üniversite Kliniği personelinin retmenler odası için mobilya, bilgisayar laboratuvarı için kapasitesinin arttırılması için destek talebinde bulun- gerekli olan elektronik malzemeler ve sınıflar için gerekli muştur.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"93","Faaliyet-Raporu-2014.pdf","2014","Priştine Üniversitesi Türk Dili ve Edebiyatı Bölümüne Anestezi Günleri Kongresi’ne Destek Destek 23-27 Nisan 2014 tarihleri arasında Kosova’da Balkan Priştine Üniversitesi Filoloji Fakültesi Türk Dili ve Ede- Ülkeleri Anestezi Günleri, Pediatrik Anestezi ve Yoğun biyatı Bölümüne talep doğrultusunda 3 adet masa üstü Bakım Kongresi düzenlenmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"94","Faaliyet-Raporu-2014.pdf","2014","""Kosova Adalet Akademisi Kapasite
Geliştirme Programı
13-17 Nisan 2015 tarihleri arasında
Kosova Cumhuriyeti Yargıtay Başkanı,
Yargı Konseyi Başkanı, Adalet
Bakanlığı Müsteşarı, Yargı Enstitüsü
Başkanı, Enstitü yetkilileri ile hâkim
ve savcılardan oluşan heyete Türk
Yargı Sistemini tanıtmak üzere Ankara’ya
teknik bir çalışma ziyaretine""","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"95","Faaliyet-Raporu-2014.pdf","2014","Deprem Mühendisliği ve Afet Yönetimi
Eğitimi
04-16 Mayıs 2014 tarihleri arasında
İstanbul’da Deprem Mühendisliği ve
Afet Yönetimi Eğitim Programı düzenlenmiştir.
Programa Kosova’dan
bir uzmanın katılımı Başkanlığımızca
desteklenmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"96","Faaliyet-Raporu-2014.pdf","2014","Jupa Agro Red Gold Derneği’ne 3
Adet Soğuk Hava Deposu
Kosova’da çok çeşitli meyve üretimi
yapılmasına rağmen, bu meyveleri
muhafaza etmeye yönelik soğuk
hava deposu bulunmamaktadır.
Sebze ve meyvelerin bozulmadan
uzun süre korunabilmesi ve bu yolla
çiftçilerin gelirlerinin artırılması amacıyla
Başkanlığımız, Jupa Agro Red
Gold Derneği’ne 3 adet soğuk hava
deposu hibe etmiştir.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"97","Faaliyet-Raporu-2014.pdf","2014","Kosova’da çok çeşitli meyve üretimi
yapılmasına rağmen, bu meyveleri
muhafaza etmeye yönelik soğuk
hava deposu bulunmamaktadır.
Sebze ve meyvelerin bozulmadan
uzun süre korunabilmesi ve bu yolla
çiftçilerin gelirlerinin artırılması amacıyla
Başkanlığımız, Jupa Agro Red
Gold Derneği’ne 3 adet soğuk hava
deposu hibe etmiştir","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"98","Faaliyet-Raporu-2014.pdf","2014","Mamuşa Gönül Eli Yardımlaşma
Derneğine Ofis Donanımı
2013 yılında kurulan Gönül Eli Yardımlaşma
Derneğine Başkanlığımızca
ofis donanım malzemeleri temin
edilmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"99","Faaliyet-Raporu-2014.pdf","2014","Kosova Kadınlar Yardımlaşma
Derneği’ne Teknik Donanım
2013 yılında düşük gelirli ailelere
destek olmak amacıyla Prizren’de
Kosova Kadınlar Yardımlaşma Derneği
kurulmuştur. Derneğe, daha iyi
şartlarda hizmet verebilmesi amacıyla
Başkanlığımız tarafından teknik
donanım desteği verilmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"100","Faaliyet-Raporu-2014.pdf","2014","Balkan Türk Müziği Derneği’nin
Tadilat ve Tefrişatı
Balkan Türk Müziği Derneği’nden
gelen talep üzerine dernek binasının
tadilat ve iç donanımı Başkanlığımızca
gerçekleştirmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"101","Faaliyet-Raporu-2014.pdf","2014","Kosova Genç İzciler Birliği’ne
Muhtelif Destekler
Başkanlığımız tarafından Kosova
Genç İzciler Birliği’ne muhtelif destekler
verilmiştir. Bunlar: (1)22-26
Aralık 2014 tarihleri arasında Erzurum’da
gerçekleştirilen Allahuekber
Şehitlerini Anma Milli Bilinç Kampı’na
Kosova Genç İzciler Birliğinden
5 izcinin katılımının sağlanması;
(2)18-24 Ağustos 2014 tarihleri
arasında İstanbul Uluslararası İzciler
Kampına 15 izcinin katılımının sağlanması;
(3) Genç İzciler Birliğine donanım
temini.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"102","Faaliyet-Raporu-2014.pdf","2014","Sanayide Enerji Verimliliği ve Yönetimi
Eğitimi
Başkanlığımız, Japonya Uluslararası
İşbirliği Ajansı (JICA) ve Yenilenebilir
Enerji Genel Müdürlüğü işbirliğinde
01-14 Haziran 2014 tarihleri arasında
Ankara ve İstanbul’da düzenlenen
Sanayide Enerji Verimliliği ve Yönetimi
konulu eğitim programına Kosova
Ekonomik Kalkınma Bakanlığı’ndan
iki uzmanın katılımı sağlanmıştır.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"103","Faaliyet-Raporu-2014.pdfB290","2014","Kosova-Prizren Zanaatçılık, Yok
Olan Zanaatlar ve Unutulan Eşyalar
Kitabının Basımı
Başkanlığımız, yurtdışında kültürel
faaliyetlerle ilgili çalışmalara desteğini
sürdürmektedir. Bu kapsamda,
Kosova Türk Araştırmacılar Derneği
Başkanı Raif Vırmiça tarafından kaleme
alınan Kosova-Prizren’de Zanaatçılık,
Yok Olan Zanaatlar ve Unutulan
Eşyalar isimli kitabın 500 adet
basımına Başkanlığımızca destek
verilmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"104","Faaliyet-Raporu-2014.pdfB290","2014","VI. Gelecekle İletişim Çalıştayına
Destek
Başkanlığımızın desteği ile 14-18
Mayıs 2014 tarihleri arasında Makedonya
ve Kosova’da VI. Gelecekte
İletişim Çalıştayı düzenlenmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"105","Faaliyet-Raporu-2014.pdf","2014","Radyo Astra’ya İnventör ve Akü
Gornje Ljubinje’de 24 saat kesintisiz
yayın yapan Radyo Astra yetkilileri
Başkanlığımızdan donanım desteği
talebinde bulunmuştur. Bu kapsamda
radyoya ikişer adet inventör ve
akü temin edilmiştir. Bu destek ile
elektrik kesintileri sebebiyle yayınlarda
yaşanan aksamaların önüne
geçilmesi planlanmaktadır.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Özel Sektör",""
"106","Faaliyet-Raporu-2014.pdf","2014","Kosova Gıda ve Veterinerlik Ajansı bünyesinde kurulan
Gıda ve Veterinerlik Laboratuvarı’nın etkin bir şekilde
kullanılması amacıyla laboratuvarda çalışan 12 uzmana
07-11 Nisan ve 02-06 Haziran 2014 tarihleri arasında
Başkanlığımız desteğiyle bir eğitim programı düzenlenmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"107","Faaliyet-Raporu-2014.pdf","2014","Kosova Mehmet Akif Ersoy Cami Tadilatı
Kosova’nın İpek şehrine bağlı Suşitsa köyünde bulunan
Mehmet Akif Ersoy Cami, Osmanlı Dönemi’nde 1861
yılında köy halkı tarafından, milli şairimiz Mehmet Akif
Ersoy’un babası Tahir Efendi’nin İstanbul’da eğitimini
tamamlamasından sonra imamlık yapması için inşa edilmiştir.
Cami 1999 yılında Kosova’da yaşanan savaş sırasında
büyük ölçüde tahrip edilmiş ve uzun süre harabe
halinde kalmıştır.
Başkanlığımız tarafından Mart 2014’de restorasyon uygulama
çalışmalarına başlanmıştır. Bu kapsamda restorasyon
çalışmaları kapsamında yıkılan beden duvarları
caminin orijinal taşları da kullanılarak tamamlanmış, ahşap
çatısı ve minaresi inşa edilmiş, içerisinde de ahşap
ve taş işleri ile cami dokusuna uygun sade bir kalem işi
yapılmıştır","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"108","Faaliyet-Raporu-2014.pdf","2014","Sinan Paşa Caminin Donanımı Sinan Paşa Camisi Kosova’daki en önemli Osmanlı eser- lerinden biridir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"109","Faaliyet-Raporu-2014.pdf","2014","TİKA 2014 FAALİYET RAPORU 107 BALKANLAR VE DOĞU AVRUPA MAKEDONYA NÜFUSU 2.107.000 YÜZÖLÇÜMÜ 25.713 KM² Makedonya Harcamalarının Sektörel Dağılımı (%) EĞİTİM SAĞLIK EKONOMİK ALTYAPI VE HİZMETLER %33,09 %0,42 %2,12 İDARI VE SIVIL ALTYAPILAR DIĞER SOSYAL ALTYAPI VE HIZMETLER DİĞER %10,26 %47,31 %3,41 ÜRETIM SEKTÖRLERI %3,39 108 TİKA 2014 FAALİYET RAPORU MAKEDONYA BALKANLAR VE DOĞU AVRUPA 15,00 Makedonya’nın Yıllara Göre Bütçeden Aldığı Pay (%) 3,51 3,46 2,33 2,15 2,30 2009 2010 2011 2012 2013 2014 TİKA 2014 FAALİYET RAPORU 109 MAKEDONYA / SOSYAL ALTYAPILAR VE HİZMETLER Makedonyalı Öğrencilerin Gezisine Destek Makedonyalı öğrencilerin Türkiye’ye gezisine destek sağlanmıştır.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"110","Faaliyet-Raporu-2014.pdf","2014","Makedonyalı Öğrencilerin Türkiye nın tadilatı Başkanlığımız tarafından Gezisine Destek yapılmış, ayrıca teknik donanım da 427 Öğrenci ve 45 Öğretmene Ta- Mustafa Paşa Vakfı tarafından dü- sağlanmıştır.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"111","Faaliyet-Raporu-2014.pdf","2014","şımalı Eğitim Desteği zenlenen Makedonyalı öğrencilerin Üsküp, Kalkandelen, Kırçova, Deb- Türkiye gezisi için Başkanlığımızca Mustafa Kemal Atatürk İlköğretim reşte ve Plasnitsa bölgeleri dâhil destek sağlanmıştır.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"112","Faaliyet-Raporu-2014.pdf","2014","Okulunun Tadilatı ve Donanımı olmak üzere Makedonya’nın 8 farklı Türk köyü olan Plasnitsa’da bulunan bölgesinde 427 öğrenci ve 45 öğ- Makedonya’da Türkçe Kursları Mustafa Kemal Atatürk İlköğretim retmen için Eylül 2014 – Mayıs 2015 Makedonya Türk Sivil Toplum Teşki- Okulu’nun kapsamlı tadilat ve dona- döneminde Başkanlığımızca servis latları Birliği (MATÜSİTEB) ile işbirli- nımı Başkanlığımızca yapılmıştır.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"113","Faaliyet-Raporu-2014.pdf","2014","ğinde 2007 yılından itibaren Make- donya’da yaşayan Türklere yönelik Öğrenci Yurtlarının Tefrişatı 600 Makedonyalı Öğrenciye Burs Türkçe kursları düzenlenmektedir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"114","Faaliyet-Raporu-2014.pdf","2014","Makedonya’da muhtelif öğrenci Desteği Bu bağlamda Aralık 2014-Mayıs yurtlarının tefrişatı Başkanlığımızca Makedonya Türk Sivil Toplum Teşki- 2015 tarihleri arasında Makedon- gerçekleştirilmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"115","Faaliyet-Raporu-2014.pdf","2014","İdari ve Sivil Altyapılar Makedonyalı polislere eğitim verilmiştir.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"116","Faaliyet-Raporu-2014.pdf","2014","Diğer Sosyal Altyapılar ve Hizmetler MAKEDONYA Dedeli köyü ve çevresinde yaşayan gençlerin sosyal ve kültürel gelişimine katkı Makedonya Hâkimler Yüksek Kurulu’na Teknik Dona- sağlanması amacıyla çok amaçlı bir spor nım tesisi inşa edilmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"117","Faaliyet-Raporu-2014.pdf","2014","Makedonya Hâkimler Yüksek Kurulu Başkanlığına talep doğrultusunda teknik donanım desteği verilmiştir.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"118","Faaliyet-Raporu-2014.pdf","2014","Uluslararası Polis Eğitimi İşbirliği
Başkanlığımızın desteği ile 22 Eylül-01 Ekim 2014 tarihleri
arasında Ankara’da VIP Önemli Kişileri Koruma Kursu
ve 03–07 Kasım 2014 tarihleri arasında Makedonya’da
Hırsızlık Suçu Soruşturma Teknikleri Kursu düzenlenmiştir.
Eğitimlere toplam 43 polis iştirak etmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"119","Faaliyet-Raporu-2014.pdf","2014","TİKA 2014 FAALİYET RAPORU 111 MAKEDONYA / EKONOMİK ALTYAPILAR MAKEDONYA / ÜRETİM SEKTÖRLERİ VE HİZMETLER Tarım ve Hayvancılık Doğu Makedonya’da arıcılığın geliştirilmesine destek sağlanmıştır.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Yerel Yönetimler",""
"120","Faaliyet-Raporu-2014.pdf","2014","MAKEDONYA Doğu Makedonya’da Meyveciliğin Geliştirilmesi Ekonomik açıdan ağır şartların hâ- kim olduğu Doğu Makedonya’nın kırsal kalkınmasına destek yoluyla bölgede ekonominin canlanmasına katkıda bulunmak amacıyla İştip, Radoviş, Konçe ve Valandova şehir- lerine yönelik Meyveciliği Geliştir- Sanayi me Projesi hayata geçirilmiştir.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Yerel Yönetimler",""
"121","Faaliyet-Raporu-2014.pdf","2014","100 kişiye üç ay boyunca Türk El Sanatları Kursları Makedonya Milli Haber Doğu Makedonya’da Arıcılığın düzenlenmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"122","Faaliyet-Raporu-2014.pdf","2014","Üsküp’te düzenlenen Türkçe Eğitim Günü kapsamında
1.100 kişilik bir resepsiyon düzenlenmesine Başkanlığımızca
destek olunmuştur. Bu kapsamda seslendirme ve
sahne düzeni kurulumu gerçekleştirilmiştir. Ayrıca Kırçova
şehrinde düzenlenen Hayal Tiyatrosu isimli oyun için
de destek sağlanmıştır.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"123","Faaliyet-Raporu-2014.pdf","2014","Radanya Mahmut Ağa Camisi Restorasyonu
Karbintsi Belediyesi Radanya köyünde bulunan Osmanlı
dönemine ait Mahmut Ağa Cami’sinin restorasyonu
kapsamında, mimari restorasyon, yapısal güçlendirme,
yıkıma uğrayan kubbelerin ve duvar kısımlarının yenilenmesi
ile şadırvan inşaatı Başkanlığımızca gerçekleştirilmiştir.
Ayrıca, caminin elektrik","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"124","Faaliyet-Raporu-2014.pdf","2014","Ali Rıza Efendi Anı Evi Çevre Düzenlemesi
Jupa Belediyesi Kocacık köyü Taşlı Mahallesinde bulunan
Ali Rıza Efendi Anı Evi Müze Kompleksi Makedonya
Kültür Bakanlığı ve Merkez Jupa Belediyesi işbirliğiyle
dönemin mimari yapısını yansıtacak şekilde yeniden
inşa edilmiştir. Kompleks, projenin tamamlanmasından
sonra Makedonya Kültür Bakanlığı Tarih ve Kültür Eserleri
Koruma Müdürlüğü tarafından koruma altına alınmıştır.
Anı evinin bulunduğu alanın bütünlük kazanması
amacıyla mezkûr bölgenin çevre düzenlemesi de yine
Başkanlığımız tarafından gerçekleştirilmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"125","Faaliyet-Raporu-2014.pdf","2014","Mustafa Kebir Çelebi Camisinin Restorasyonu ve
Çevre Düzenlemesi
Ustruga’da Haziran 2012’de yıkıma uğrayan Osmanlı
dönemine ait Mustafa Kebir Çelebi Camisi’nin restorasyonu,
konzervasyonu, ek cemaat mahfili, şadırvan inşaatı
ile dış çevre düzenlemesi Başkanlığımızca yapılmıştır","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"126","Faaliyet-Raporu-2014.pdf","2014","ULUSLARARASI POLİS EĞİTİMİ Uluslararası Polis Eğitimi İşbirliği Projesi Başkanlığımız ile Emniyet Genel Müdürlüğü İşbirliğinde; 2007-2008 döneminde pilot ülke olarak seçilen Ar- navutluk ve Kırgızistan ile başlayan Uluslararası Polis Eğitim İşbirliği Projesine 2008-2009 yıllarında Kazaki- stan, Türkmenistan, Moğolistan ve Filistin; 2010 yılında Bosna-Hersek; 2011 yılında Azerbaycan ve Özbekistan; 2012 yılında Makedonya ve Tunus; 2013 yılında Karadağ, Maldivler, Güney Sudan ve Libya ve 2014 yılında da Mol- dova dâhil olmuştur.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"127","Faaliyet-Raporu-2014.pdf","2014","MAKEDONYA MALDIVLER Makedonya’da 24 Makedon polisin faydalandığı “Hırsızlık Suçu Soruşturma Maldivler polisine yönelik olarak Türkiye’de 11 ve Mal- Teknikleri Kursu” düzenlenmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"128","Faaliyet-Raporu-2014.pdf","2014","Bunlar: (1) 07-18 Nisan 2014 tarihleri arasında ülkemizde “Trafik Kaza MAKEDONYA İnceleme ve Araştırma Eğitimi Kursu”; (2) 14 Nisan-09 Mayıs 2014 tarihleri arasında Maldivler’de “Motosikletli 22 Eylül-01 Ekim 2014 tarihleri arasında ülkemizde 19 Polis Timleri Temel Eğitimi Kursu”; (3)12- 16 Mayıs 2014 Makedon polisin faydalandığı “VIP Önemli Kişileri Ko- tarihleri arasında Türkiye‘de “Adli Ses ve Konuşma İnce- ruma Kursu” ile 03-07 Kasım 2014 tarihleri arasında lemeleri Servisleri Temel Eğitimi Kursu”; (4) 12-23 Mayıs Makedonya’da 24 Makedon polisin faydalandığı “Hırsı- 2014 tarihleri arasında Maldivler’de “Çevik Kuvvet Te- zlık Suçu Soruşturma Teknikleri Kursu” düzenlenmiştir.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"129","Faaliyet-Raporu-2014.pdf","2014","21-23 Eylül 2014 tarihleri Ultrason Çekimi Yapılan Hasta Sayısı: 680 arasında İstanbul’da düzenlenen Zirve’ye Arnavutluk, Azerbaycan, Rusya, Romanya, Gürcistan, Kırgızistan, Poliklinik Kontrolü Yapılan Hasta Sayısı: Makedonya, Moldova, Sırbistan ve Çek Cumhuriyetin- Göz 2.300 den katılıma destek olunmuştur.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"130","İdare-Rapor_2016_WebFormati.pdf","2016","Ştime Belediyesi sorumluluğu altında bulunan ve birinci basamak sağlık hizmetleri vermekle yükümlü olan Ştime
“Dr. Vezir Bajrami” Aile Hekimliği Ana Merkezi’nin laboratuvar, aile hekimliği ve diş hekimliği gibi bölüm
hizmetlerinde kullanılmak üzere temel tıbbi cihaz ve malzemeler temin edilmiştir. Proje ile 29 bin nüfuslu Ştime
Belediyesi’nde halkın ihtiyaçlarına cevap verebilecek daha kaliteli ve güvenilir sağlık hizmetinin verilebilmesi
amaçlanmıştır.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Yerel Yönetimler",""
"131","İdare-Rapor_2016_WebFormati.pdf","2016","34 2016 TİKA İDARE FAALİYET RAPORU Kosova Gilan Belediyesi Çiftçilerine Tarım Makineleri Desteği Kosova Gilan Belediyesi Çiftçilerine Tarım Makineleri Desteği Kosova’da son yıllarda hasat edilen buğday üretimi ile halk ihtiyacının %60, sebze üretimi ile de ihtiyacın %30– 40’ı karşılanmakta olup, tarım ve hayvancılık sektörlerde üretim kapasitesinin artırılması için teknolojinin gelişti- rilmesine ihtiyaç duyulmaktadır.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Yerel Yönetimler",""
"132","İdare-Rapor_2016_WebFormati.pdf","2016","Kullanım alanı yetersiz, yıpranmış fiziki ortam ve donanıma
sahip Debre Belediye Lisesi’nin eski binasının
yerine, 5.400 metrekarelik alana sahip yeni bina, 4 kat
(+ bodrum), 28 sınıf, fen bilimleri laboratuvarları, kütüphane,
toplantı salonu ve idari ofislerden müteşekkil
olarak inşa edilmiş ve çevre düzenlemesi çalışmaları
yapılmıştır. İnşaat tamamlandıktan sonra eğitim-öğretim
için gerekli mobilya ve teknik donanım da Başkanlığımızca
karşılanmıştır. Proje ile hem 1.000 öğrenciye
eğitim-öğretim hizmeti veren Debre Belediye Lisesi’nin
kapasitesi artırılmış hem de öğrencilerin daha iyi
şartlar altında eğitim almalarına imkan sağlanmıştır","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Yerel Yönetimler",""
"133","İdare-Rapor_2016_WebFormati.pdf","2016","Belediyelerle Bilgi ve Tecrübe Paylaşımı • “Yerel Yönetimlerin Su, Atık Su ve Sulama Sistemleri Yönetimi” konusunda Arnavutluk, Bosna-Hersek, Karadağ, Kazakistan, Makedonya, Romanya ve Somali yerel yönetimleri uzman personeline yönelik olarak Uluslararası Yerel Yönetimler Eğitim ve Araştırma Merkezi (UYEM) bünyesinde Denizli ve Kocaeli’de; • “Yerel Yönetimlerde Alternatif Enerji Kaynakları ve Asfalt Çalışmaları” konusunda Moldova Cumhuriyeti Gagauz Yeri yerel yöneticilerine yönelik UYEM bünyesinde Bursa ve İstanbul’da; • “Yerel Yönetimlerin Basın ve Halkla İlişkiler Hizmetleri” konusunda Azerbaycan, Bosna-Hersek, Karadağ, Ka- zakistan, Kırgızistan, Kosova, Kuzey Kıbrıs Türk Cumhuriyeti, Makedonya, Moğolistan ve Somali yerel yöne- ticilerine yönelik İstanbul’da birer hafta olarak, Türk Dünyası Belediyeler Birliği işbirliğinde gerçekleştirilen program katılımcılarının uluslararası ulaşım giderleri Başkanlığımızca karşılanmıştır.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Yerel Yönetimler",""
"134","İdare-Rapor_2016_WebFormati.pdf","2016","Belediyelerle Bilgi ve Tecrübe Paylaşımı • “Yerel Yönetimlerin Su, Atık Su ve Sulama Sistemleri Yönetimi” konusunda Arnavutluk, Bosna-Hersek, Karadağ, Kazakistan, Makedonya, Romanya ve Somali yerel yönetimleri uzman personeline yönelik olarak Uluslararası Yerel Yönetimler Eğitim ve Araştırma Merkezi (UYEM) bünyesinde Denizli ve Kocaeli’de; • “Yerel Yönetimlerde Alternatif Enerji Kaynakları ve Asfalt Çalışmaları” konusunda Moldova Cumhuriyeti Gagauz Yeri yerel yöneticilerine yönelik UYEM bünyesinde Bursa ve İstanbul’da; • “Yerel Yönetimlerin Basın ve Halkla İlişkiler Hizmetleri” konusunda Azerbaycan, Bosna-Hersek, Karadağ, Ka- zakistan, Kırgızistan, Kosova, Kuzey Kıbrıs Türk Cumhuriyeti, Makedonya, Moğolistan ve Somali yerel yöne- ticilerine yönelik İstanbul’da birer hafta olarak, Türk Dünyası Belediyeler Birliği işbirliğinde gerçekleştirilen program katılımcılarının uluslararası ulaşım giderleri Başkanlığımızca karşılanmıştır.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Yerel Yönetimler",""
"135","İdare-Rapor_2016_WebFormati.pdf","2016","cadelede Güven Artırıcı Önlem baycan, Bosna-Hersek, Filistin, Etkinliği” projesi kapsamında ül- Kırgızistan, KKTC, Türkmenistan, Ayrıca; kemizin eş lideri olduğu Terörle Makedonya, Ürdün, Afganistan, Mücadele Güven Artırıcı Önlemi Kosova, Tacikistan, Kazakistan, • “Arnavutluk Emniyet Teşkilatına çerçevesinde, Ankara’da düzen- Gürcistan, Pakistan, Moğolistan, Malzeme Alımı“ projesi kapsamın- lenen “Kritik Altyapının Terör Sal- Tunus, Sırbistan, Sudan, Soma- da Arnavutluk Polis üniformaları dırılarından Korunması Kursu”na li, Tanzanya, Uganda ve Sene- (31 kalemden oluşan malzeme) gal’den gelen uzmanların katılımı Afganistan, Azerbaycan, Birleşik temin edilmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
