Document;Date;clean_sentence;Source;Recipient_Code;Recipient_Name;aid_type;recipient_type;Note
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan’ın en büyük camisi olmasının yanında Osmanlı mimarisinin tamamıyla korunmuş olduğu tek eserdir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;BULGARİSTAN RAPORU 21 Sofya Büyük Camii Asıl adı Koca Mahmut Paşa olan camii Bulgaristan’ın başkenti Sofya’da bulunur.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Banyabaşı Camii Osmanlı Devleti zamanında, bugünkü Bulgaristan’ın başkenti Sofya’da inşa edilen cami, Avrupa’nın en eski camilerinden biridir.;TDV;355;Bulgaristan;İnsani Yardım, Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;24 TÜRKİYE DİYANET VAKFI Türkiye Diyanet Vakfının Bulgaristan’daki Faaliyetleri a) Din Hizmetleri Vakfımızın Bulgaristan’daki din hizmetleri yedi yıldan bu yana etkin olarak devam etmektedir.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;"Mazhar Bilgin’in müftülük görevi boyunca; • Bulgaristan Müslümanları Baş Müftülüğü kurumsallaşma çalışmaları başlatılmıştır.";TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;• Bulgaristan Vakıflarına ait gayrimenkullerin kiralanması usul esasları ile imam, müftü gibi din görevlilerinin seçilme-atanma usulleri mevzuatı hazırlanmıştır.;TDV;355;Bulgaristan;Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;• Bulgaristan’daki 400 vakıf malının tapu kayıtları bulunarak arşivlenmiştir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Dinî eserlere ve din görevlilerine büyük ihtiyaç duyulan Bulgaristan’da 1991 yılında camilerin ancak dörtte üçünde yaş ortalaması 60-70 olan görevli vardı.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan’da 1991 yılında Müslüman cemaatin üst düzey yetkililerinden sekiz kişi Dünya İslâm Birliği’nin, yirmi altı kişi de Türkiye Diyanet Vakfının davetlisi olarak hacca gitmiştir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Baş Müftülük tarafından, ilk sayısı 26 Nisan 1990’da yayımlanan Müslümanlar adlı Türkçe-Bulgarca gazete de on beş günde bir çıkarılmaktadır.25 26 TÜRKİYE DİYANET VAKFI b) Eğitim Faaliyetleri 1991 yılının Temmuz ayında resmileşen yeni Bulgar anayasasının azınlıklara kendi ana dillerini öğrenme ve kullanma hakkının tanınmasıyla birlikte, Vakfımız tarafından Bulgaristan Türklerinin en önemli sorunu, eğitim alanında çalışmalar başlatılmıştır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Başmüftülük statüsü ?
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Tüm bu sorunlara çözüm bulmak ve Bulgaristan’daki soydaşlarımızın uzun vadede din görevlisi ihtiyacını karşılanmak amacıyla Şumnu’da 1922-1923 öğretim yıllarında ilk olarak idâdî kısmı, 1929-1930 yılında âlî kısmı açılan ve 1946’da kapatılan Medresetü’n-nüvvâb yine aynı binada ve aynı adla 3 Ekim 1990’da tekrar açılmıştır.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Söz konusu okulların binaları T.C Başbakanlık ve Türkiye Diyanet Vakfı tarafından tamir ettirilmiş olup, malzeme, ders, araç-gereçleri ve kırtasiye ihtiyaçları karşılanmakta, öğretmen gönderilmekte, ayrıca maddi destek sağlanmaktadır.26 Türkiye Diyanet Vakfı Tarafından Açılan ve Desteklenen Eğitim Kurumları Şumnu İlahiyat Lisesi (Sodu Nuvvab) Bulgaristan’ın bağımsızlığını ilan etmesinin ardından Bulgaristan ile Osmanlı Devleti arasında 1909 ve 1913 yıllarında imzalanan protokoller gereğince nüvvab (müftü veya müftü vekili) yetiştirmek üzere dini bir okulun açılması kararlaştırılmıştır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Merkezi Hükümet ve Bağlı Aktörler;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Vakfı ve TİKA 9 Eylül 1944 tarihinde Bulgaristan’da desteğiyle gerçekleşen rejim değişikliği ile Bulgaristan Türk yapılmıştır.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;27 Lise 1950 yılından itibaren fiilen kapanmış 1989 yılında Bulgaristan’da rejimin yeniden değişmesiyle beraber 1990’lı yılların başında tekrar açılmıştır.;TDV;355;Bulgaristan;İnsani Yardım;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bu liseden mezun olan öğrenciler Bulgaristan’da istediği üniversiteye kayıt yaptırabilmektedir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Eğitimini bitiren öğrenciler lise diploması alma, Bulgaristan’da ve yurt dışında lise dışında üniversite sınavlarına girme hakkına sahiptir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;09 Ağustos 1999 yılında Türkiye Diyanet Vakfı ve Bulgaristan Baş Müftülüğü arasında mali ve genel işbirliği çerçevesinde bir protokol imzalanmıştır.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;09 Ağustos 1999 tarihinde Türkiye Diyanet Vakfı ve Bulgaristan Baş Müftülüğü tarafından mali ve genel işbirliği çerçevesinde bir protokol imzalanmıştır.;TDV;355;Bulgaristan;;Belirsiz;Iteration
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Okuldan mezun olan öğrencilerin BULGARİSTAN RAPORU 31 bir kısmı Bulgaristan’daki üniversitelerde, bir kısmı yurt dışındaki üniversitelerde eğitim hayatlarını sürdürüp müftülük, şura başkanlığı, avukatlık, doktorluk, imamlık görevlerinde bulunmaktadır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Mestanlı İlahiyat Lisesi, Bulgaristan’daki tüm liseler arasında mezunlarından %100 başarı sağlayan ender okullardan biridir.;TDV;355;Bulgaristan;İnsani Yardım, Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Kültür ve Yabancı Diller Yüksek İslam Enstitüsü Bulgaristan’da yüksek İslami eğitim-öğretimin verildiği tek eğitim kurumudur.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Enstitünün müfredatı Bulgaristan’daki Müslümanların dini eğitim ihtiyaçlarını karşılamaktadır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Enstitü Bulgaristan’da oldukça saygın bir yere sahiptir.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Enstitüde okuyan öğrenciler, Bulgaristan’da yaşayan Türklerin çocuklarıdır.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Mezunlar eğer isterlerse Bulgaristan’ın herhangi bir üniversitesinde yüksek lisans ve doktora yapma imkânına sahiptir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;"1998 – 2013 yılları arasında Vakfımız tarafından desteklenen ve ülkemizde öğrenim gören ve mezun olan öğrenci sayıları Okul Öğrenci Sayısı Lise 98 Lisans 67 Yüksek Lisans 15 Doktora 10 Toplam 190 34 TÜRKİYE DİYANET VAKFI Sıra Tarih Yardım Türü Yardım Muhteviyatı Tutar Mestanlı İlahiyat 1 2010-2011 Nakdi Yardım Lisesi, yurt ve 2.620.133,14 € lojman inşaatı Bulgaristan’da düzenlenen 2 2006-2014 Nakdi Yardım 332.843,00 $ yaz kurslarının masrafları Şumnu İlahiyat 3 2013 Nakdi Yardım 400.000,00 € Lisesi inşaatı c) Yayın Hizmetleri Başta Kur’an-ı Kerim olmak üzere bugüne kadar; 250.000 civarında Bulgarca çeşitli dinî yayın, 1.000 adet Türk Edebiyatı’nda İlk Mutasavvıflar adlı eser, yaz Kur’an kurslarındaki öğrencilere dağıtılmak üzere 12.000 adet tecvidli Kur’an-ı Kerim ve alfabe CD’si temin edilmiştir.";TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan Müslümanları Baş Müftülüğü ve Sofya Üniversitesi Türkoloji Bölümü Kütüphanesi’ne de Vakfımız İslam Ansiklopedisi yayınından gönderilmiştir.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Başmüftülük statüsü ?
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Baş Müftülükçe her yıl mahallinde bastırılan takvimler için de yardımcı olunmaktadır.28 BULGARİSTAN RAPORU 35 d) Hayri ve Sosyal Yardımlar Bulgaristan Müslümanları Baş Müftülüğüne 2002 yılında hizmet binası ile bir hizmet aracı satın alınmıştır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;"Okulların iaşe-ibate,
elektrik, su, gaz vb. ihtiyaçları ile öğretmenler, öğrenciler, Baş Müftülük
mahalli personeli, binaların tefrişatı, vekâlet yoluyla kurban vb. hizmetler
için her yıl Bulgaristan’a yardımlar
yapılmaktadır.";TDV;355;Bulgaristan;Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı;Yerel Yönetimler;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Vakfımızca yapılan nakdi yardımlara ek olarak bazı camilerin yapımı ve onarımı için Kardeş Şehir Müftülüklerimizce/ Şubelerimizce temin edilen yardımlar Bulgaristan’a ulaştırılmıştır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan Baş Müftülüğüne 4 2002 300.000 $ hizmet binası satın alındı.;TDV;355;Bulgaristan;Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Nakdi Yardım Bulgaristan’daki camilerin bakım ve 5 1992-2013 Nakdi Yardım 201.775 $ onarımı yapıldı.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Sıra Tarih Kardeş Şehir Yardım Muhteviyatı Tutar 1 2008 Kırklareli-Burgaz Cami İnşaatı 8.750 $ 2 2013 Kırklareli-Burgaz Gürgen Köyü Camii inşaatı 14.353 $ 3 2008-2010 Kırklareli-Burgaz Burgaz’da yapılacak Cami inşaatı 39.589 $ Bursa (Mustafa 4 2009 Pamukçu İnşaatı 3.308 $ Kemalpaşa) - Şumnu 5 2009-2013 Muğla-Varna Ezerova Köyü Camii inşaatı 24.212 $ 6 2010 Aksaray-Bulgaristan Yaz kursları 3.500 $ 7 2010 Kırıkkale-Bulgaristan Yaz kursları 7.000 $ 8 2010 Ankara-Bulgaristan Yaz kursları 12.800 $ Din Hizmetleri Müşavirliği 9 2012 Edirne-Sofya 12.500 $ Hizmetleri 38 TÜRKİYE DİYANET VAKFI Bulgaristan Baş Müftülüğü ve Müftülüğün Bölgede Yaptığı Çalışmalar 30 Bulgaristan Müslümanlarının en yüksek dinî idaresi Bulgaristan Müslümanları Baş Müftülüğüdür.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Kuruluşu Bulgaristan ile Türkiye arasında 19 Nisan 1909 tarihli İstanbul Protokolü’ne dayanmaktadır.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;2015 yılı itibariyle Bulgaristan Müslümanları Baş Müftüsü Dr.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Baş Müftülük, Bulgaristan Müslümanlarının dinî işlerini yönetmekte ve Bulgar makamları ile yurtdışındaki kurum ve kişiler önünde de Bulgaristan’da yaşayan Müslümanları temsil etmektedir.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;40 TÜRKİYE DİYANET VAKFI Sonuç Beş yüzyıl boyunca Bulgaristan’ı kendilerine yurt edinmiş ve Bulgarlar ile bir dönem eşit nüfusa sahip olmuş Bulgaristan Türkleri için Osmanlı’nın bölgeden çekilmek zorunda kalması ve Bulgaristan’ın bağımsızlığını kazanması Türklerin hayatını tehlikeye sokmuştur.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;93 Harbi sonrasında bir milyona yakın Bulgaristan Türk’ü ülkeden göç etmek zorunda kalmış, bunun yarım milyona yakını katliam, açlık, soğuk ve hastalık yüzünden hayatını kaybetmiştir.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan Devleti tarafından “homojen etnik devlet” yaratma gayesi ile planlı bir şekilde yürütülen asimilasyon süreci yöntem değiştirerek komünizmin çöktüğü 1989 yılına kadar devam etmiştir.;TDV;355;Bulgaristan;;Merkezi Hükümet ve Bağlı Aktörler;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan’ın 1991 yılında demokrasiye geçmesi ile Türklere ana dilde eğitim hakkı verilmiş, dini yaşamlarına serbestlik getirilmiştir.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Yeni BULGARİSTAN RAPORU 41 düzenlemelerle birlikte Türkiye Diyanet Vakfı Bulgaristan’da çalışmalar başlatmış, Müslümanların kaybettikleri dini kazanımları tekrar elde etmeleri için yoğun çaba sarf etmiştir.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan’ın 2007 yılında Avrupa Birliği’ne üye olması da Bulgaristan’daki azınlığa önemli avantajlar sağlamıştır.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan Dinler Kanunu’nun Baş Müftülüğe verdiği dini okullar açma yetkisi ile Türkiye Diyanet Vakfı ülkede eğitim çalışmalarına başlamıştır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan Müslümanlarının ve Baş Müftülüğün ihtiyaçlarının karşılanması, din görevlilerinin maaşları, İslami okulların ve dinî yayınların finansmanı ile camilerin tamir ve inşası konularında Türkiye Diyanet Vakfı Bulgaristan Müslümanlarına büyük katkılar sağlamaktadır.;TDV;355;Bulgaristan;Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı, Eğitim ve Kültürel Yardımlar;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Bulgaristan’da geçmiş iktidarlar döneminde kamulaştırılan veya özel şahıslara verilen Osmanlı yadigârı vakıfların geri alınması için Baş Müftülük yoğun çaba harcamaktadır.;TDV;355;Bulgaristan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Atasoy Emin, Bizden Olan Ötekiler Asimilasyon Kıskacında Bulgaristan Türkleri, MKM Yayıncılık, Bursa, 2011, s 48 4.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;(2007) “Dinler Coğrafyası Işığında Bulgaristan’daki Dinsel Topluluklar”, Ege Üniversitesi Türk Dünyası Araştırmaları Enstitüsü, Türk Dünyası İncelemeleri Derg isi, cilt: VII, Sayı: 2, İzmir, s 58 5.;TDV;355;Bulgaristan;İnsani Yardım;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Atasoy Emin, Bizden Olan Ötekiler Asimilasyon Kıskacında Bulgaristan Türkleri, MKM Yayıncılık, 2011, s 49 6.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Atasoy Emin, Beşeri ve Kültür Coğrafyası Işığında Bulgaristan, MKM Yayıncılık, Bursa, 2010, s 89-90 7.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Erhan Vatansever, “Osmanlı İdaresinden Sonra Bulgaristan Türklerinin Sosyo- Kültürel Hayatı”, Trakya Üniversitesi Sosyal Bilimler Enstitüsü, 2008, s 3 10.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Atasoy Emin, Bizden Olan Ötekiler Asimilasyon Kıskacında Bulgaristan Türkleri, MKM Yayıncılık, Bursa, 2011, s 34-36 14.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Atasoy Emin, Bizden Olan Ötekiler Asimilasyon Kıskacında Bulgaristan Türkleri, MKM Yayıncılık, Bursa, 2011, s 54 19.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Atasoy Emin, Beşeri ve Kültür Coğrafyası Işığında Bulgaristan, MKM Yayıncılık, Bursa, 2010, s 17-40 BULGARİSTAN RAPORU 43 20.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Bulgaristan%20(2015).pdf;2015;Koyuncu, Aşkın,Bulgaristan’da Osmanlı Maddi Kültür Mirasının Tasfiyesi (1878-1908), s 18 24.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Gazze%20(2015).pdf;2015;9.593’den 12 TÜRKİYE DİYANET VAKFI İsrail’in Gazze’ye Saldırılarına Dünyadan Tepkiler ABD, Afganistan, Almanya, Arjantin, Avusturya, Avustralya, Bahreyn, Bangladeş, Belçika, Bolivya, Bosna ve Hersek, Bulgaristan, Cezayir, Cibuti, Çin (Hong Kong), Danimarka, Hırvatistan, Endonezya, Ekvador, El Salvador, Fas, Fransa, Filipinler, Filistin, Gürcistan, Güney Afrika, Güney Kore, Hırvatistan, Hindistan, fazla kişi yaralandı.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Gazze%20(2015).pdf;2015;Tamamen yıkılan ve yerle bir Kanada, Karayipler, Kıbrıs, edilen evlerin sayısı 9.800, 5.000 Kolombiya, Kosova, Kosta Rika, ev ise kullanılamayacak durumda bulunmaktadır.;TDV;347;Kosova;;Belirsiz;Drop
TDV%20-%20Raporlar%20-%20Gazze%20(2015).pdf;2015;Venezuela, Yunanistan, Yemen, Yeni İsrail Gazze Şeridi’ndeki tek elektrik Zelanda, Zimbabve’nin şehirlerinde kaynağını da vurdu.;TDV;350;Yunanistan;;Belirsiz;Drop
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Ayrıca, bu kurumlarda görev alacak kişilerin yetiştirilmesi, görevlendirilmesi ve maddi olarak desteklenmesi faaliyetlerini sürdürmektedir Vakfımız 1992 yılından bu yana, kardeş toplulukların eğitim ve kültür alanında desteklenmesi amacıyla Romanya, Bulgaristan, Gürcistan, Azerbaycan, Kırgızistan, Kazakistan, Pakistan, Moğolistan, Bangladeş, Malezya, Somali, Filistin, K.K.T.C.;TDV;355;Bulgaristan;;Belirsiz;Drop
TDV%20Faaliyet%20Raporu%202021.pdf;2021;Söz konusu din görevlileri 2021 yılında Rusya Federasyonu, K.K.T.C., Yunanistan, Arjantin ve Abhazya’da görevlendirilmiştir.;TDV;350;Yunanistan;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Yurt Dışı İnşaat İşleri 2021 faaliyet dönemimizde yurt dışında Arnavutluk, Makedonya, Bosna Hersek ve Kosova’da olmak üzere 4 caminin inşaatı devam etmektedir.;TDV;347;Kosova;Eğitim ve Kültürel Yardımlar;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Yurt Dışı İnşaat İşleri 2021 faaliyet dönemimizde yurt dışında Arnavutluk, Makedonya, Bosna Hersek ve Kosova’da olmak üzere 4 caminin inşaatı devam etmektedir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Yurt Dışı Devam Eden İnşaatlar No Ülke - İl Proje 1 Arnavutluk-Tiran Tiran Namazgâh Camii ve Külliyesi 2 Makedonya Üsküp Camii 3 Bosna Hersek - Olovo Ahi Evran-ı Veli Camii 4 Kosova Priştine Camii 65 Arnavutluk-Tiran Namazgâh Camii ve Külliyesi Tiran meclis binasının yanında yer alan ve halk arasında “namazgâh” olarak bilinen bölgede yapılmakta olan Tiran Camii 17.650 m 2 ’lik inşaat alanına sahip olup, mahfil ve revakları dahil olmak üzere burada 3.500 kişi ibadet edebilmektedir.;TDV;347;Kosova;;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Yurt Dışı Devam Eden İnşaatlar No Ülke - İl Proje 1 Arnavutluk-Tiran Tiran Namazgâh Camii ve Külliyesi 2 Makedonya Üsküp Camii 3 Bosna Hersek - Olovo Ahi Evran-ı Veli Camii 4 Kosova Priştine Camii 65 Arnavutluk-Tiran Namazgâh Camii ve Külliyesi Tiran meclis binasının yanında yer alan ve halk arasında “namazgâh” olarak bilinen bölgede yapılmakta olan Tiran Camii 17.650 m 2 ’lik inşaat alanına sahip olup, mahfil ve revakları dahil olmak üzere burada 3.500 kişi ibadet edebilmektedir.;TDV;343;Makedonya;;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Makedonya Üsküp Camii Makedonya’nın başkenti Üsküp’te, 2017 kasım ayında temeli atılan, 7.200 m 2 alan üzerinde inşasına başlanılan cami, 3.200 kişi cemaat kapasitesine sahiptir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Kosova Priştine Camii Kosova Priştine Camii ve Külliyesi, Priştine’nin merkezinde Bulevar Narodnih Palih Boraca Caddesi üzerinde otopark olarak kullanılan 30.000 m 2 ’lik arsa üzerine inşa edilmektedir.;TDV;347;Kosova;;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Vekaletle Kurban Programını görüntülemek üzere Kosova, Makedonya, Gana, Liberya, Tanzanya, Senegal, Zambiya’da çekim ekipleri görevlendirilmiştir.;TDV;347;Kosova;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Vekaletle Kurban Programını görüntülemek üzere Kosova, Makedonya, Gana, Liberya, Tanzanya, Senegal, Zambiya’da çekim ekipleri görevlendirilmiştir.;TDV;343;Makedonya;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Kosova, Makedonya, Benin, Senegal, Gine, Fildişi, Çad, Azerbaycan, Somaliland, Moritanya, Lübnan, Uganda olmak üzere 12 ülkeye basın kuruluşlarından gazeteci ekibi götürülmüştür.;TDV;347;Kosova;;Belirsiz;Drop
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Kosova, Makedonya, Benin, Senegal, Gine, Fildişi, Çad, Azerbaycan, Somaliland, Moritanya, Lübnan, Uganda olmak üzere 12 ülkeye basın kuruluşlarından gazeteci ekibi götürülmüştür.;TDV;343;Makedonya;;Belirsiz;Drop
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Piyade Tümen Komutanlığı Camii 155 2021 Yılı İçinde Devam Eden Yurt Dışı İnşaat Ve Taahhüt İşleri • Arnavutluk Tiran Camii • Makedonya Üsküp Camii • Kosova Priştine Camii 3.3.2.;TDV;347;Kosova;;Belirsiz;Iteration
TDV%20Faaliyet%20Raporu%202021.pdf;2020;Piyade Tümen Komutanlığı Camii 155 2021 Yılı İçinde Devam Eden Yurt Dışı İnşaat Ve Taahhüt İşleri • Arnavutluk Tiran Camii • Makedonya Üsküp Camii • Kosova Priştine Camii 3.3.2.;TDV;343;Makedonya;;Belirsiz;Iteration
2015-Faaliyet-Raporu.pdf;2015;Görevlendirilen Danışman/Akademisyen Sayısı 68 Kosova Fizik, kimya, biyoloji ve bilgisayar laboratuvarları kurulmasına yönelik olarak gerekli Laboratuvar Kurulumu ile Laboratuvar Ekipman Desteği Sayısı 66 destek verilmiştir.;Tika;347;Kosova;Eğitim ve Kültürel Yardımlar;Sivil Toplum;
2015-Faaliyet-Raporu.pdf;2015;"Plasnitsa Belediyesi sınırları içinde bulunan
ve 1992 yılında inşa edilen iki katlı ve 16
derslikli Mustafa Kemal Atatürk İlköğretim
Okulu, Başkanlığımızca tadilata tabi tutulmuş
ve ihtiyaç duyulan donanım desteğinde
bulunulmuştur. 414";Tika;343;Makedonya;Eğitim ve Kültürel Yardımlar;Yerel Yönetimler;
2015-Faaliyet-Raporu.pdf;2015;Plasnitsa Belediyesi, Makedonya’da Türk bayrağının dalgalan- Pazarlama araştırmaları laboratuvarı için malzeme sağlanmıştır.;;343;Makedonya;Eğitim ve Kültürel Yardımlar;Yerel Yönetimler;Iteration
